symbol,name,country,exchange,currency,data_source
CAE,CAE Inc.,Germany,Unknown,EUR,investpy
SURG,Surteco SE,Germany,Unknown,EUR,investpy
EXNGn,Expedeon,Germany,Unknown,EUR,investpy
CALX,Calix,Germany,Unknown,EUR,investpy
SYZG,Syzygy AG,Germany,Unknown,EUR,investpy
TTRGn,Technotrans AG,Germany,Unknown,EUR,investpy
TGTG,11 88 0 Solutions,Germany,Unknown,EUR,investpy
TLIG,Teles AG,Germany,Unknown,EUR,investpy
HOC,HolidayCheck,Germany,Unknown,EUR,investpy
TVDGk,Travel24.Com AG,Germany,Unknown,EUR,investpy
US5,Ultrasonic AG,Germany,Unknown,EUR,investpy
ULCG,United Labels,Germany,Unknown,EUR,investpy
UP7G,United Power Tech,Germany,Unknown,EUR,investpy
OSPGk,USU Software AG,Germany,Unknown,EUR,investpy
ER2N,EMCORE,Germany,Unknown,EUR,investpy
VIBG_p,Villeroy&Boch AG,Germany,Unknown,EUR,investpy
V3VGn,Vita 34 AG,Germany,Unknown,EUR,investpy
WSUG,WashTec AG,Germany,Unknown,EUR,investpy
WUGG,Westag&Getalit ST,Germany,Unknown,EUR,investpy
WUGG_p,Westag&Getalit VZO,Germany,Unknown,EUR,investpy
WL6G,Wilex AG,Germany,Unknown,EUR,investpy
WZM,Wizcom,Germany,Unknown,EUR,investpy
YOCG,Yoc AG,Germany,Unknown,EUR,investpy
AMA1,Youbisheng Green,Germany,Unknown,EUR,investpy
ZEFG,Zhongde Waste,Germany,Unknown,EUR,investpy
EOCy,Enel Generacion ADR,Germany,Unknown,EUR,investpy
BR,Broadridge,Germany,Unknown,EUR,investpy
PHGy,Koninklijke Philips ADR,Germany,Unknown,EUR,investpy
WX7,Corporate Office Properties,Germany,Unknown,EUR,investpy
T6O,Tanger Factory Outlet Centers,Germany,Unknown,EUR,investpy
2U3,Alcon,Germany,Unknown,EUR,investpy
SNH,Senior Housing Properties,Germany,Unknown,EUR,investpy
SIX,Six Flags,Germany,Unknown,EUR,investpy
ACC,American Campus,Germany,Unknown,EUR,investpy
UI51,Waste Connections,Germany,Unknown,EUR,investpy
CBL,CBL & Associates,Germany,Unknown,EUR,investpy
8CW,Crown Castle,Germany,Unknown,EUR,investpy
CNPC,Ingredion,Germany,Unknown,EUR,investpy
F1EF,Fidelity Financial,Germany,Unknown,EUR,investpy
NZT,Spark New Zealand,Germany,Unknown,EUR,investpy
ORPI,Old Republic,Germany,Unknown,EUR,investpy
SNH,Senior Housing Properties,Germany,Unknown,EUR,investpy
C0Q,Coca Cola HBC AG,Germany,Unknown,EUR,investpy
CNR,Canadian National Railway,Germany,Unknown,EUR,investpy
QCSB,NewYork Community Bancorp,Germany,Unknown,EUR,investpy
OHI,Omega Healthcare,Germany,Unknown,EUR,investpy
POR,Portland General Electric,Germany,Unknown,EUR,investpy
AEOS,American Eagle Outfitters,Germany,Unknown,EUR,investpy
BUEy,Buenaventura Mining ADR,Germany,Unknown,EUR,investpy
OII,Oceaneering,Germany,Unknown,EUR,investpy
AFG,American Financial,Germany,Unknown,EUR,investpy
SNH,Senior Housing Properties,Germany,Unknown,EUR,investpy
CP,Canadian Pacific Railway,Germany,Unknown,EUR,investpy
CYH,Community Health Systems,Germany,Unknown,EUR,investpy
IVR,Invesco Mortgage,Germany,Unknown,EUR,investpy
RBA,Ritchie Bros Auctioneers,Germany,Unknown,EUR,investpy
SQM,Sociedad Quimica y Minera,Germany,Unknown,EUR,investpy
B7S,Brookdale Senior Living,Germany,Unknown,EUR,investpy
GR0A,China Green Agriculture,Germany,Unknown,EUR,investpy
PSRA,CoreCivic,Germany,Unknown,EUR,investpy
LTI,Healthcare RT,Germany,Unknown,EUR,investpy
9M1N,Moneygram,Germany,Unknown,EUR,investpy
RCL,Royal Caribbean Cruises,Germany,Unknown,EUR,investpy
2600y,Aluminum China ADR,Germany,Unknown,EUR,investpy
ALLD,Alliance Data Systems,Germany,Unknown,EUR,investpy
FR,First Majestic Silver,Germany,Unknown,EUR,investpy
CCK,Crown,Germany,Unknown,EUR,investpy
NNN,National Retail Properties,Germany,Unknown,EUR,investpy
SCI,SCI,Germany,Unknown,EUR,investpy
AXS,Axis Capital,Germany,Unknown,EUR,investpy
43D,Darling Ingredients,Germany,Unknown,EUR,investpy
07G,FleetCor,Germany,Unknown,EUR,investpy
H9B1,Herc Holdings,Germany,Unknown,EUR,investpy
MKO1,Capri Holdings,Germany,Unknown,EUR,investpy
NCI2,Drive Shack,Germany,Unknown,EUR,investpy
PKG,Packaging America,Germany,Unknown,EUR,investpy
SGM,Sims Metal Management,Germany,Unknown,EUR,investpy
AJGH,Arthur J Gallagher,Germany,Unknown,EUR,investpy
BCBG,BBX Capital,Germany,Unknown,EUR,investpy
CHD,Church&Dwight,Germany,Unknown,EUR,investpy
DKS,Dick’s Sporting Goods,Germany,Unknown,EUR,investpy
HIW,Highwoods Properties,Germany,Unknown,EUR,investpy
WFK,World Fuel Services,Germany,Unknown,EUR,investpy
LXI,Lennox,Germany,Unknown,EUR,investpy
C19,C&J Energy,Germany,Unknown,EUR,investpy
EXRS,Extra Space Storage,Germany,Unknown,EUR,investpy
MFC,Manulife,Germany,Unknown,EUR,investpy
AWN,Advance Auto Parts,Germany,Unknown,EUR,investpy
AKOyb,Andina B,Germany,Unknown,EUR,investpy
4BW,BWX Tech,Germany,Unknown,EUR,investpy
CDH1,Cedar Realty,Germany,Unknown,EUR,investpy
EGG,Energizer,Germany,Unknown,EUR,investpy
LPX,Louisiana-Pacific,Germany,Unknown,EUR,investpy
PL6,Polaris Industries,Germany,Unknown,EUR,investpy
E6Z,Aecom Technology,Germany,Unknown,EUR,investpy
ARW,Arrow Electronics,Germany,Unknown,EUR,investpy
BFPy,BBVA Banco Frances ADR,Germany,Unknown,EUR,investpy
CNK,Cinemark,Germany,Unknown,EUR,investpy
CPT,Camden Property,Germany,Unknown,EUR,investpy
DLPA,Aptiv,Germany,Unknown,EUR,investpy
GNRC,Generac,Germany,Unknown,EUR,investpy
GNWR,Genesee&Wyoming,Germany,Unknown,EUR,investpy
MHK,Mohawk Industries,Germany,Unknown,EUR,investpy
RPM,RPM,Germany,Unknown,EUR,investpy
AGO,Assured Guaranty,Germany,Unknown,EUR,investpy
ALK,Alaska Air,Germany,Unknown,EUR,investpy
AWK,American Water Works,Germany,Unknown,EUR,investpy
1P6,Berry Petroleum,Germany,Unknown,EUR,investpy
6CL,Colony Capital A,Germany,Unknown,EUR,investpy
CVA,Covanta,Germany,Unknown,EUR,investpy
FAF,First American,Germany,Unknown,EUR,investpy
KSU,Kansas City Southern,Germany,Unknown,EUR,investpy
6MD,Medacta,Germany,Unknown,EUR,investpy
R2U,Red Lion Hotels,Germany,Unknown,EUR,investpy
RY,RBC,Germany,Unknown,EUR,investpy
SLG,SL Green,Germany,Unknown,EUR,investpy
NWJ,Eversource Energy,Germany,Unknown,EUR,investpy
H,Hyatt,Germany,Unknown,EUR,investpy
AKOyb,Andina B,Germany,Unknown,EUR,investpy
GPN,Global Payments,Germany,Unknown,EUR,investpy
LNT,Alliant Energy,Germany,Unknown,EUR,investpy
LGAy,LG Display,Germany,Unknown,EUR,investpy
OAS,Oasis,Germany,Unknown,EUR,investpy
SIG,Signet Jewelers,Germany,Unknown,EUR,investpy
SKMy,SK Telecom ADR,Germany,Unknown,EUR,investpy
DEI,Douglas Emmett,Germany,Unknown,EUR,investpy
HL8,HollyFrontier,Germany,Unknown,EUR,investpy
KRC,Kilroy,Germany,Unknown,EUR,investpy
KTCy,KT,Germany,Unknown,EUR,investpy
MBTLy,Mobil’nye Telesistemy ADR,Germany,Unknown,EUR,investpy
O,Realty Income,Germany,Unknown,EUR,investpy
PJ1A,Pier 1 Imports,Germany,Unknown,EUR,investpy
4DH,Dana,Germany,Unknown,EUR,investpy
FLOF,Flowers Foods,Germany,Unknown,EUR,investpy
2KD,Kinder Morgan,Germany,Unknown,EUR,investpy
OC,Owens Corning,Germany,Unknown,EUR,investpy
RYN,Rayonier,Germany,Unknown,EUR,investpy
STGy,Santander Chile ADR,Germany,Unknown,EUR,investpy
SU,Suncor Energy,Germany,Unknown,EUR,investpy
RDEDy,Relx ADR,Germany,Unknown,EUR,investpy
EVN,Eaton Vance,Germany,Unknown,EUR,investpy
NVONy,Novo Nordisk ADR,Germany,Unknown,EUR,investpy
3SM,AO Smith,Germany,Unknown,EUR,investpy
AZNPy,AstraZeneca ADR,Germany,Unknown,EUR,investpy
HANB,Hanesbrands,Germany,Unknown,EUR,investpy
AKOyb,Andina B,Germany,Unknown,EUR,investpy
OPK,Opko Health,Germany,Unknown,EUR,investpy
ALLE,Albemarle,Germany,Unknown,EUR,investpy
CHILy,Banco De Chile,Germany,Unknown,EUR,investpy
Z,Foot Locker,Germany,Unknown,EUR,investpy
GRA,WR Grace&Co,Germany,Unknown,EUR,investpy
KMT,Kennametal,Germany,Unknown,EUR,investpy
M6G,Macerich,Germany,Unknown,EUR,investpy
MARY,SM Energy,Germany,Unknown,EUR,investpy
DG3,Celanese,Germany,Unknown,EUR,investpy
CLGX,CoreLogic,Germany,Unknown,EUR,investpy
25E,Elan,Germany,Unknown,EUR,investpy
HLF,Herbalife,Germany,Unknown,EUR,investpy
HUN,Huntsman,Germany,Unknown,EUR,investpy
MAN,ManpowerGroup,Germany,Unknown,EUR,investpy
MTH,Meritage,Germany,Unknown,EUR,investpy
QEN,Centene,Germany,Unknown,EUR,investpy
ECy,Ecopetrol ADR,Germany,Unknown,EUR,investpy
ENBD,Enbridge,Germany,Unknown,EUR,investpy
LFLy,LATAM Airlines ADR,Germany,Unknown,EUR,investpy
AWC,Alumina,Germany,Unknown,EUR,investpy
BKE,Buckle,Germany,Unknown,EUR,investpy
C52,Colfax,Germany,Unknown,EUR,investpy
ECA,Encana,Germany,Unknown,EUR,investpy
NERGy,Enel Americas ADR,Germany,Unknown,EUR,investpy
GART,Gartner,Germany,Unknown,EUR,investpy
AAN,Aarons,Germany,Unknown,EUR,investpy
DOX,Amdocs,Germany,Unknown,EUR,investpy
FR9,Ferro,Germany,Unknown,EUR,investpy
GES,Guess,Germany,Unknown,EUR,investpy
LNT,Alliant Energy,Germany,Unknown,EUR,investpy
R2RCy,Renren,Germany,Unknown,EUR,investpy
AGCO,AGCO,Germany,Unknown,EUR,investpy
AME,Ametek,Germany,Unknown,EUR,investpy
D8Sy,Itau CorpBanca ADR,Germany,Unknown,EUR,investpy
BU3,Bunge,Germany,Unknown,EUR,investpy
IEXC,IDEX,Germany,Unknown,EUR,investpy
LEA,Lear,Germany,Unknown,EUR,investpy
FBHS,Fortune Brands,Germany,Unknown,EUR,investpy
PVH,PVH,Germany,Unknown,EUR,investpy
SXEA,Southern Cross Electrical,Germany,Unknown,EUR,investpy
EXPD,Expeditors Washington,Germany,Unknown,EUR,investpy
IDH,Immunodiagnostic Systems,Germany,Unknown,EUR,investpy
SIU,Stewart Info Services,Germany,Unknown,EUR,investpy
FPH,Fisher&Paykel Healthcare,Germany,Unknown,EUR,investpy
JBHT,JB Hunt,Germany,Unknown,EUR,investpy
MDRX,Allscripts,Germany,Unknown,EUR,investpy
MCE,Matrix Composites&Engineering,Germany,Unknown,EUR,investpy
NZT,Spark New Zealand,Germany,Unknown,EUR,investpy
VBKG,Verbio Vereinigte,Germany,Unknown,EUR,investpy
AUD,ADP,Germany,Unknown,EUR,investpy
FCXb,Freeport-McMoran,Germany,Unknown,EUR,investpy
MXIM,Maxim,Germany,Unknown,EUR,investpy
SFER,Salvatore Ferragamo,Germany,Unknown,EUR,investpy
ALXN,Alexion,Germany,Unknown,EUR,investpy
ERA,Energy Resources Of Australia,Germany,Unknown,EUR,investpy
FIS,Fidelity National Info,Germany,Unknown,EUR,investpy
GGGA,Greenland Minerals&Energy,Germany,Unknown,EUR,investpy
IAG,Insurance Australia Group,Germany,Unknown,EUR,investpy
IC1H,InterContinental,Germany,Unknown,EUR,investpy
PEG,Public Service Enterprise,Germany,Unknown,EUR,investpy
PTMA,Platinum Asset Management,Germany,Unknown,EUR,investpy
APD,Air Products,Germany,Unknown,EUR,investpy
RF6,CBRE A,Germany,Unknown,EUR,investpy
CVAG,Cleveland-Cliffs,Germany,Unknown,EUR,investpy
DISCa,Discovery A,Germany,Unknown,EUR,investpy
YC51,Frontier Com,Germany,Unknown,EUR,investpy
GWI2k,Gerry Weber,Germany,Unknown,EUR,investpy
HHFGn,Hamburger Hafen A-SP,Germany,Unknown,EUR,investpy
HIG,Hartford,Germany,Unknown,EUR,investpy
JEC,Jacobs Engineering,Germany,Unknown,EUR,investpy
CAP,Cai,Germany,Unknown,EUR,investpy
MRVL,Marvell,Germany,Unknown,EUR,investpy
YULC,Synthomer,Germany,Unknown,EUR,investpy
AIV1,Apartment Invest,Germany,Unknown,EUR,investpy
AEDAy,Grupo Aeroportuario Sureste ADR,Germany,Unknown,EUR,investpy
CBAX,Commonwealth Bank Australia,Germany,Unknown,EUR,investpy
CHRW,CH Robinson,Germany,Unknown,EUR,investpy
DFS,Discover,Germany,Unknown,EUR,investpy
FHN,First Horizon National,Germany,Unknown,EUR,investpy
LN3,Jefferies Financial,Germany,Unknown,EUR,investpy
NAB,National Australia Bank,Germany,Unknown,EUR,investpy
4I1,Philip Morris,Germany,Unknown,EUR,investpy
TEVAy,Teva ADR,Germany,Unknown,EUR,investpy
UPS,United Parcel Service,Germany,Unknown,EUR,investpy
WP2A,Pinnacle Investment,Germany,Unknown,EUR,investpy
ATI,Allegheny Technologies,Germany,Unknown,EUR,investpy
C9F,Chipotle Mexican Grill,Germany,Unknown,EUR,investpy
HBAN,Huntington Bancshares,Germany,Unknown,EUR,investpy
KCN,Kingsgate Consolidated,Germany,Unknown,EUR,investpy
LSP,Londonmetric Property,Germany,Unknown,EUR,investpy
MMC,Marsh McLennan,Germany,Unknown,EUR,investpy
ARW,Arrow Electronics,Germany,Unknown,EUR,investpy
NOV,National Oilwell Varco,Germany,Unknown,EUR,investpy
19O,Overseas Shipholding,Germany,Unknown,EUR,investpy
PNW,Pinnacle West,Germany,Unknown,EUR,investpy
RDO,Sirius XM,Germany,Unknown,EUR,investpy
STZ,Constellation Brands A,Germany,Unknown,EUR,investpy
VAR,Varian,Germany,Unknown,EUR,investpy
VRTX,Vertex,Germany,Unknown,EUR,investpy
VZ,Verizon,Germany,Unknown,EUR,investpy
DY2,Dentsply,Germany,Unknown,EUR,investpy
ADM,Archer-Daniels-Midland,Germany,Unknown,EUR,investpy
AVB,AvalonBay,Germany,Unknown,EUR,investpy
BLD,Ballard,Germany,Unknown,EUR,investpy
BPSI,Banca Popolare Sondrio,Germany,Unknown,EUR,investpy
CDNS,Cadence Design,Germany,Unknown,EUR,investpy
CHKP,Check Point Software,Germany,Unknown,EUR,investpy
CINF,Cincinnati Financial,Germany,Unknown,EUR,investpy
DO,Diamond Offshore Drilling,Germany,Unknown,EUR,investpy
FIIU,Federated Investors B,Germany,Unknown,EUR,investpy
GT,The Goodyear Tire&Rubber,Germany,Unknown,EUR,investpy
HMTa,Host Hotels Resorts,Germany,Unknown,EUR,investpy
IFF,IFF,Germany,Unknown,EUR,investpy
IIJIy,Internet Initiative Japan ADR,Germany,Unknown,EUR,investpy
ITRK,Intertek,Germany,Unknown,EUR,investpy
LH,Laboratory America,Germany,Unknown,EUR,investpy
54M,Motorcar Parts,Germany,Unknown,EUR,investpy
PFGF,Principal Financial,Germany,Unknown,EUR,investpy
PXD,Pioneer Natural,Germany,Unknown,EUR,investpy
SFF,Sundance Energy,Germany,Unknown,EUR,investpy
SGM,Sims Metal Management,Germany,Unknown,EUR,investpy
S5YA,Sigma Pharma,Germany,Unknown,EUR,investpy
NY7,Molson Coors Brewing B,Germany,Unknown,EUR,investpy
TEP,Telecom Plus,Germany,Unknown,EUR,investpy
A,Agilent Technologies,Germany,Unknown,EUR,investpy
A4S,Ameriprise Financial,Germany,Unknown,EUR,investpy
ANF,Abercrombie&Fitch,Germany,Unknown,EUR,investpy
CPW,Dixons Carphone,Germany,Unknown,EUR,investpy
CTSH,Cognizant A,Germany,Unknown,EUR,investpy
FITB,Fifth Third,Germany,Unknown,EUR,investpy
IC2,ICE,Germany,Unknown,EUR,investpy
LBL,Karoon Gas Australia,Germany,Unknown,EUR,investpy
MCHP,Microchip,Germany,Unknown,EUR,investpy
MPN,Marathon Petroleum,Germany,Unknown,EUR,investpy
NTRS,Northern Trust,Germany,Unknown,EUR,investpy
PUFCX,Prudential Financial,Germany,Unknown,EUR,investpy
PTEN,Patterson-UTI Energy,Germany,Unknown,EUR,investpy
SIH,Saracen Mineral Holdings,Germany,Unknown,EUR,investpy
TMO,Thermo Fisher Scientific,Germany,Unknown,EUR,investpy
X,United States Steel,Germany,Unknown,EUR,investpy
AEP,American Electric Power,Germany,Unknown,EUR,investpy
AIG,AIG,Germany,Unknown,EUR,investpy
AKAM,Akamai,Germany,Unknown,EUR,investpy
BXB,Brambles,Germany,Unknown,EUR,investpy
GK6,A2B Australia,Germany,Unknown,EUR,investpy
4CR1,Chimera Investment,Germany,Unknown,EUR,investpy
CLVG,Trip.com ADR,Germany,Unknown,EUR,investpy
CVN,Carnarvon Petroleum,Germany,Unknown,EUR,investpy
DP5,Keurig Dr Pepper,Germany,Unknown,EUR,investpy
ED,Consolidated Edison,Germany,Unknown,EUR,investpy
GVP1,Gulf Keystone,Germany,Unknown,EUR,investpy
GS,Goldman Sachs,Germany,Unknown,EUR,investpy
ITW,Illinois Tool Works,Germany,Unknown,EUR,investpy
PNC,PNC Financial,Germany,Unknown,EUR,investpy
QBE,Qbe Insurance Group,Germany,Unknown,EUR,investpy
REDYy,Dr Reddys Labs,Germany,Unknown,EUR,investpy
RWL,Rockwell Automation,Germany,Unknown,EUR,investpy
S92G,SMA Solar AG,Germany,Unknown,EUR,investpy
SGH,Slater & Gordon,Germany,Unknown,EUR,investpy
STI,SunTrust Banks,Germany,Unknown,EUR,investpy
ABEC,AmerisourceBergen,Germany,Unknown,EUR,investpy
ADYA,Admiralty Resources,Germany,Unknown,EUR,investpy
AMD,AMD,Germany,Unknown,EUR,investpy
BDX,Becton Dickinson,Germany,Unknown,EUR,investpy
BEN,Franklin Resources,Germany,Unknown,EUR,investpy
BN9,Bank of NY Mellon,Germany,Unknown,EUR,investpy
BLY,Boart Longyear,Germany,Unknown,EUR,investpy
BSXU,Boston Scientific,Germany,Unknown,EUR,investpy
CF,CF Industries,Germany,Unknown,EUR,investpy
CHK,Chesapeake Energy,Germany,Unknown,EUR,investpy
CIRX,CIR,Germany,Unknown,EUR,investpy
CNP,CenterPoint Energy,Germany,Unknown,EUR,investpy
D,Dominion Energy,Germany,Unknown,EUR,investpy
TDSC,3D Systems,Germany,Unknown,EUR,investpy
DRI,Darden Restaurants,Germany,Unknown,EUR,investpy
ETFC,E-TRADE,Germany,Unknown,EUR,investpy
FMG,Fortescue Metals,Germany,Unknown,EUR,investpy
FM,First Quantum Minerals,Germany,Unknown,EUR,investpy
GNW,Genworth,Germany,Unknown,EUR,investpy
G9KB,Great Portland Estates,Germany,Unknown,EUR,investpy
HLS,Intrepid Mines,Germany,Unknown,EUR,investpy
ISRGD,Intuitive Surgical,Germany,Unknown,EUR,investpy
KLAC,KLA-Tencor,Germany,Unknown,EUR,investpy
471A,aTyr Pharma,Germany,Unknown,EUR,investpy
8MP,Monadelphous,Germany,Unknown,EUR,investpy
MTFTy,Mitsubishi UFJ Financial ADR,Germany,Unknown,EUR,investpy
FPO,Petra Diamonds,Germany,Unknown,EUR,investpy
1BF,Phoenix,Germany,Unknown,EUR,investpy
RF,Regions Financial,Germany,Unknown,EUR,investpy
RIM,BlackBerry,Germany,Unknown,EUR,investpy
DLLNG,RR Donnelley & Sons,Germany,Unknown,EUR,investpy
SFM1,Sundance Resources,Germany,Unknown,EUR,investpy
SKC,Skycity Entertainment,Germany,Unknown,EUR,investpy
M2O,Sky Network Television,Germany,Unknown,EUR,investpy
SWK,Stanley Black Decker,Germany,Unknown,EUR,investpy
SWN,Southwestern Energy,Germany,Unknown,EUR,investpy
TROW,T Rowe,Germany,Unknown,EUR,investpy
UNH,UnitedHealth,Germany,Unknown,EUR,investpy
A60,Allergan,Germany,Unknown,EUR,investpy
WPL,Woodside Petroleum,Germany,Unknown,EUR,investpy
WYN,Wyndham,Germany,Unknown,EUR,investpy
ABC,Adelaide Brighton,Germany,Unknown,EUR,investpy
BZTA,Auckland Airport,Germany,Unknown,EUR,investpy
AMAT,Applied Materials,Germany,Unknown,EUR,investpy
A0T,American Tower,Germany,Unknown,EUR,investpy
W6P,Avanti,Germany,Unknown,EUR,investpy
BAB,Babcock International,Germany,Unknown,EUR,investpy
BBBY,Bed Bath&Beyond,Germany,Unknown,EUR,investpy
BXP,Boston Properties,Germany,Unknown,EUR,investpy
COF,Capital One Financial,Germany,Unknown,EUR,investpy
COST,Costco,Germany,Unknown,EUR,investpy
TBN2,Capstone Turbine,Germany,Unknown,EUR,investpy
DNR,Denbury Resources,Germany,Unknown,EUR,investpy
EER,East Energy Resources,Germany,Unknown,EUR,investpy
FBU,Fletcher Building,Germany,Unknown,EUR,investpy
G4U,Globe Metals & Mining,Germany,Unknown,EUR,investpy
HIK,Hikma Pharma,Germany,Unknown,EUR,investpy
IGO,Independence Group,Germany,Unknown,EUR,investpy
IPG,IPG,Germany,Unknown,EUR,investpy
LNC,Lincoln National,Germany,Unknown,EUR,investpy
LUV,Southwest Airlines,Germany,Unknown,EUR,investpy
MA2,Macmahon Holdings,Germany,Unknown,EUR,investpy
MNMA,ManTech,Germany,Unknown,EUR,investpy
MAPA,Sydney Airport Ltd,Germany,Unknown,EUR,investpy
MML,Medusa Mining,Germany,Unknown,EUR,investpy
MU,Micron,Germany,Unknown,EUR,investpy
NBR,Nabors Industries,Germany,Unknown,EUR,investpy
NOC,Northrop Grumman,Germany,Unknown,EUR,investpy
NSC,Norfolk Southern,Germany,Unknown,EUR,investpy
NUAN,Nuance Communications,Germany,Unknown,EUR,investpy
NWL,Newell Brands,Germany,Unknown,EUR,investpy
RQQ1,OceanaGold DRC,Germany,Unknown,EUR,investpy
PAFR,Pan African Resources,Germany,Unknown,EUR,investpy
RSGU,Republic Services,Germany,Unknown,EUR,investpy
SCCO,Southern Copper,Germany,Unknown,EUR,investpy
SQP,Swick Mining Services,Germany,Unknown,EUR,investpy
TTIGn,Tom Tailor AG,Germany,Unknown,EUR,investpy
TVy,Grupo Televisa ADR,Germany,Unknown,EUR,investpy
TXN,Texas Instruments,Germany,Unknown,EUR,investpy
VBA,Virgin Australia,Germany,Unknown,EUR,investpy
WICG,WEC Energy,Germany,Unknown,EUR,investpy
33A,Acacia Mining,Germany,Unknown,EUR,investpy
PNH,HT&E,Germany,Unknown,EUR,investpy
BAC,Bank of America,Germany,Unknown,EUR,investpy
BFGA,Bell Financial Group,Germany,Unknown,EUR,investpy
BMY,Bristol-Myers Squibb,Germany,Unknown,EUR,investpy
BBN1,The Blackstone,Germany,Unknown,EUR,investpy
XC2,Capital Regional,Germany,Unknown,EUR,investpy
COCA,Coca-Cola Amatil,Germany,Unknown,EUR,investpy
CL,Colgate-Palmolive,Germany,Unknown,EUR,investpy
CUE,CUE Energy Resources,Germany,Unknown,EUR,investpy
CFJA,Ceres Power,Germany,Unknown,EUR,investpy
FLEX,Flex,Germany,Unknown,EUR,investpy
1T1,TechnipFMC,Germany,Unknown,EUR,investpy
A60,Allergan,Germany,Unknown,EUR,investpy
JLL,Jones Lang LaSalle,Germany,Unknown,EUR,investpy
HAIN,The Hain Celestial,Germany,Unknown,EUR,investpy
ICAy,Empresas ICA ADR,Germany,Unknown,EUR,investpy
7IG,IGT,Germany,Unknown,EUR,investpy
JMX,MaxLinear,Germany,Unknown,EUR,investpy
TYIA,Johnson Controls,Germany,Unknown,EUR,investpy
JNPR,Juniper,Germany,Unknown,EUR,investpy
KHNZ,Kraft Heinz,Germany,Unknown,EUR,investpy
6LA,Lamar,Germany,Unknown,EUR,investpy
LOOL,Lookers,Germany,Unknown,EUR,investpy
34LA,Alpine Immune Sciences,Germany,Unknown,EUR,investpy
OXY,Occidental,Germany,Unknown,EUR,investpy
PH,Parker-Hannifin,Germany,Unknown,EUR,investpy
RHI,Robert Half,Germany,Unknown,EUR,investpy
RRC,Range Resources,Germany,Unknown,EUR,investpy
SCH,Charles Schwab,Germany,Unknown,EUR,investpy
XRP1,Silence Therapeutics,Germany,Unknown,EUR,investpy
SIPG,Simon Property,Germany,Unknown,EUR,investpy
S9P2,SunPower,Germany,Unknown,EUR,investpy
WA7,Seven West Media,Germany,Unknown,EUR,investpy
TCL,Transurban Group,Germany,Unknown,EUR,investpy
TTWO,Take-Two,Germany,Unknown,EUR,investpy
URBN,Urban Outfitters,Germany,Unknown,EUR,investpy
VNO,Vornado,Germany,Unknown,EUR,investpy
WBC,Westpac Banking,Germany,Unknown,EUR,investpy
WDC,Western Digital,Germany,Unknown,EUR,investpy
UW,Waste Management,Germany,Unknown,EUR,investpy
WPOB,Graham Holdings,Germany,Unknown,EUR,investpy
ABT,Abbott Labs,Germany,Unknown,EUR,investpy
AV3,Avery Dennison,Germany,Unknown,EUR,investpy
AXP,American Express,Germany,Unknown,EUR,investpy
BFb,Brown Forman,Germany,Unknown,EUR,investpy
BSLS,Bluescope Steel,Germany,Unknown,EUR,investpy
CAH,Cardinal Health,Germany,Unknown,EUR,investpy
FG9,Cohen Steers,Germany,Unknown,EUR,investpy
CR8,Carbo Ceramics,Germany,Unknown,EUR,investpy
CEXAy,Cemex ADR,Germany,Unknown,EUR,investpy
DEL,Delta Air Lines,Germany,Unknown,EUR,investpy
2DBn,Dunkin Brands,Germany,Unknown,EUR,investpy
EMN,Eastman Chemical,Germany,Unknown,EUR,investpy
EMR,Emerson,Germany,Unknown,EUR,investpy
GEC,General Electric,Germany,Unknown,EUR,investpy
GILD,Gilead,Germany,Unknown,EUR,investpy
2U4,HICL Infrastructure,Germany,Unknown,EUR,investpy
HOG,Harley-Davidson,Germany,Unknown,EUR,investpy
IACI,IAC/InterActiveCorp,Germany,Unknown,EUR,investpy
ICAG,IAG,Germany,Unknown,EUR,investpy
ILU,Iluka Resources,Germany,Unknown,EUR,investpy
IPGP,IPG Photonics,Germany,Unknown,EUR,investpy
JPM,JPMorgan,Germany,Unknown,EUR,investpy
KOFy,Coca Cola Femsa ADR,Germany,Unknown,EUR,investpy
LNNM,Lindsay,Germany,Unknown,EUR,investpy
LRE,Lancashire,Germany,Unknown,EUR,investpy
MAB,Mitchells Butlers,Germany,Unknown,GBP,investpy
MGA,Magna Intl,Germany,Unknown,EUR,investpy
MHP,S&P Global,Germany,Unknown,EUR,investpy
MQG,Macquarie,Germany,Unknown,EUR,investpy
AZNPy,AstraZeneca ADR,Germany,Unknown,EUR,investpy
NCM,Newcrest Mining,Germany,Unknown,EUR,investpy
NEM,Newmont Goldcorp,Germany,Unknown,EUR,investpy
NYTa,NewYork Times,Germany,Unknown,EUR,investpy
OZLn,OZ Minerals,Germany,Unknown,EUR,investpy
PDN,Paladin Energy,Germany,Unknown,EUR,investpy
PFG,Provident Financial,Germany,Unknown,EUR,investpy
PG,Procter&Gamble,Germany,Unknown,EUR,investpy
POG,Petropavlovsk,Germany,Unknown,EUR,investpy
RDSb,Royal Dutch Shell B,Germany,Unknown,EUR,investpy
RL,Ralph Lauren A,Germany,Unknown,EUR,investpy
SHLD,Sears,Germany,Unknown,EUR,investpy
SHW,Sherwin-Williams,Germany,Unknown,EUR,investpy
SK3,Smurfit Kappa,Germany,Unknown,EUR,investpy
SIIG,Wheaton Precious Metals,Germany,Unknown,EUR,investpy
1JD,Senior,Germany,Unknown,EUR,investpy
