symbol,name,country,exchange,currency,data_source
OVZON,Ovzon,Sweden,Unknown,SEK,investpy
JDT,JonDeTech Sensors,Sweden,Unknown,SEK,investpy
ITECH,I-Tech,Sweden,Unknown,SEK,investpy
NCAB,NCAB Group,Sweden,Unknown,SEK,investpy
BETCO,Better Collective,Sweden,Unknown,SEK,investpy
FLEXM,Flexion Mobile,Sweden,Unknown,SEK,investpy
ELKNOK,Elkem,Sweden,Unknown,NOK,investpy
EPIRb,Epiroc B,Sweden,Unknown,SEK,investpy
EPIRa,Epiroc A,Sweden,Unknown,SEK,investpy
PENGb,Projektengagemang,Sweden,Unknown,SEK,investpy
MIDSU,Midsummer,Sweden,Unknown,SEK,investpy
CALTX,Calliditas Therapeutics,Sweden,Unknown,SEK,investpy
RAKE,Raketech,Sweden,Unknown,SEK,investpy
RPLAN,Ranplan,Sweden,Unknown,SEK,investpy
VNEsdb,Veoneer SDR,Sweden,Unknown,SEK,investpy
TOUCH,Touchtech,Sweden,Unknown,SEK,investpy
ASAPH,Asarina Pharma,Sweden,Unknown,SEK,investpy
NIO,Nordic Iron Ore,Sweden,Unknown,SEK,investpy
INFRAC,Infracom,Sweden,Unknown,SEK,investpy
TOAD,Toadman Interactive,Sweden,Unknown,SEK,investpy
247,24SevenOffice,Sweden,Unknown,SEK,investpy
OBST,ObsteCare,Sweden,Unknown,SEK,investpy
STENO,StenoCare,Sweden,Unknown,SEK,investpy
AXOLOT,Axolot Solutions,Sweden,Unknown,SEK,investpy
NYFO,Nyfosa,Sweden,Unknown,SEK,investpy
AROSpref,Aros Bostadsutveckling,Sweden,Unknown,SEK,investpy
S2ME,S2Medical,Sweden,Unknown,SEK,investpy
ALZCUR,AlzeCure Pharma,Sweden,Unknown,SEK,investpy
JETPAK,Jetpak,Sweden,Unknown,SEK,investpy
LIMET,Lime Tech,Sweden,Unknown,SEK,investpy
QLINEA,Q linea,Sweden,Unknown,SEK,investpy
AZELIO,Azelio,Sweden,Unknown,SEK,investpy
CAGGR,CAG,Sweden,Unknown,SEK,investpy
SBBd,Samhallsbyggnadsbolaget I D,Sweden,Unknown,SEK,investpy
FOOTb,Footway B,Sweden,Unknown,SEK,investpy
INCOAX,InCoax Networks,Sweden,Unknown,SEK,investpy
ACELP,Ascelia Pharma,Sweden,Unknown,SEK,investpy
FERRO,Ferroamp Elektronik,Sweden,Unknown,SEK,investpy
GIGSEK,Gaming Innovation,Sweden,Unknown,SEK,investpy
NENTa,Nordic Entertainment A,Sweden,Unknown,SEK,investpy
NENTb,Nordic Entertainment B,Sweden,Unknown,SEK,investpy
FRILLb,Frill,Sweden,Unknown,SEK,investpy
TEQ,Teqnion,Sweden,Unknown,SEK,investpy
COLAB,Colabitoil Sweden,Sweden,Unknown,SEK,investpy
CALMAb,Calmark Sweden B,Sweden,Unknown,SEK,investpy
ZICC,Ziccum,Sweden,Unknown,SEK,investpy
SCOLG,Scandion Oncology,Sweden,Unknown,SEK,investpy
ADVTY,Adverty,Sweden,Unknown,SEK,investpy
RISK,Risk Intelligence,Sweden,Unknown,SEK,investpy
BUBL,Bublar,Sweden,Unknown,SEK,investpy
KARNO,Karnov Group,Sweden,Unknown,SEK,investpy
TRIBOb,Triboron B,Sweden,Unknown,SEK,investpy
UPSALE,Upsales Tech,Sweden,Unknown,SEK,investpy
OSSD,OssDsign,Sweden,Unknown,SEK,investpy
SLITE,Slitevind,Sweden,Unknown,SEK,investpy
VERTb,Vertiseit,Sweden,Unknown,SEK,investpy
JOMA,John Mattson,Sweden,Unknown,SEK,investpy
K2Ab,K2A Knaust & Andersson Fastigheter,Sweden,Unknown,SEK,investpy
NHCBHFFS,Baltic Horizon Fund,Sweden,Unknown,SEK,investpy
ADAPT,Adapteo,Sweden,Unknown,SEK,investpy
SEAF,Seafire,Sweden,Unknown,SEK,investpy
QBITto1,QuickBit,Sweden,Unknown,SEK,investpy
QBIT,QuickBit,Sweden,Unknown,SEK,investpy
NUSTAY,Nustay,Sweden,Unknown,SEK,investpy
ATANA,Attana,Sweden,Unknown,SEK,investpy
SMOL,Smoltek Nanotech,Sweden,Unknown,SEK,investpy
ZORDIXb,Zordix,Sweden,Unknown,SEK,investpy
EQTAB,EQT AB,Sweden,Unknown,SEK,investpy
MNTC,Mentice,Sweden,Unknown,SEK,investpy
LIPI,Lipidor,Sweden,Unknown,SEK,investpy
ZIGN,Zignsec,Sweden,Unknown,SEK,investpy
PROX,Proximus,Belgium,Unknown,EUR,investpy
AGFB,Agfa Gevaert,Belgium,Unknown,EUR,investpy
BEKB,Bekaert,Belgium,Unknown,EUR,investpy
ACKB,Ackermans,Belgium,Unknown,EUR,investpy
COLR,Etablissementen Franz Colruyt,Belgium,Unknown,EUR,investpy
BAR,Barco,Belgium,Unknown,EUR,investpy
COFB,Cofinimmo,Belgium,Unknown,EUR,investpy
KBC,KBC,Belgium,Unknown,EUR,investpy
SOLB,Solvay,Belgium,Unknown,EUR,investpy
OBEL,Orange Belgium,Belgium,Unknown,EUR,investpy
EVSB,EVS Broadcast,Belgium,Unknown,EUR,investpy
GBLB,GBL,Belgium,Unknown,EUR,investpy
UCB,UCB,Belgium,Unknown,EUR,investpy
TNET,Telenet,Belgium,Unknown,EUR,investpy
NYR,Nyrstar,Belgium,Unknown,EUR,investpy
DEXI,Dexia,Belgium,Unknown,EUR,investpy
ABI,Anheuser Busch Inbev,Belgium,Unknown,EUR,investpy
AGES,Ageas,Belgium,Unknown,EUR,investpy
UMI,Umicore,Belgium,Unknown,EUR,investpy
BEFB,Befimmo-Sicafi,Belgium,Unknown,EUR,investpy
AOO,Aedifica,Belgium,Unknown,EUR,investpy
ASCC,Ascencio,Belgium,Unknown,EUR,investpy
ATEO,Atenor,Belgium,Unknown,EUR,investpy
BANI,Banimmo SA,Belgium,Unknown,EUR,investpy
BELC,Belreca,Belgium,Unknown,EUR,investpy
BELU,Beluga,Belgium,Unknown,EUR,investpy
BNAB,National Bank of Belgium,Belgium,Unknown,EUR,investpy
BRED,Brederode,Belgium,Unknown,EUR,investpy
CAMB,Campine,Belgium,Unknown,EUR,investpy
CBOS,Cie Bois Sauvage,Belgium,Unknown,EUR,investpy
CFEB,CFE SA,Belgium,Unknown,EUR,investpy
COFIt_pa,Cofinimmo Priv2,Belgium,Unknown,EUR,investpy
CONN,Connect Group,Belgium,Unknown,EUR,investpy
DECB,Deceuninck,Belgium,Unknown,EUR,investpy
ECONB,Econocom,Belgium,Unknown,EUR,investpy
ELI,Elia,Belgium,Unknown,EUR,investpy
ENGB,Rosier,Belgium,Unknown,EUR,investpy
EUAV,Euronav,Belgium,Unknown,EUR,investpy
EXMR,Exmar,Belgium,Unknown,EUR,investpy
FLOB,Floridienne,Belgium,Unknown,EUR,investpy
FOU,Fountain,Belgium,Unknown,EUR,investpy
GIMV,GIMV,Belgium,Unknown,EUR,investpy
GLOG,Global Graphics,Belgium,Unknown,EUR,investpy
HAMO,Hamon,Belgium,Unknown,EUR,investpy
HINV,Home Invest,Belgium,Unknown,EUR,investpy
IBAB,Ion Beam Applications,Belgium,Unknown,EUR,investpy
VASTB,Vastned Retail,Belgium,Unknown,EUR,investpy
IMMO,Immobel,Belgium,Unknown,EUR,investpy
IMMOU,Immobiliere Publique de Droit Belge,Belgium,Unknown,EUR,investpy
JEN,Jensen-Group,Belgium,Unknown,EUR,investpy
KBCA,KBC Ancora,Belgium,Unknown,EUR,investpy
KEYW,Keyware Tech,Belgium,Unknown,EUR,investpy
KIPO,Kinepolis NV,Belgium,Unknown,EUR,investpy
LNRE,Leasinvest,Belgium,Unknown,EUR,investpy
LOTB,Lotus Bakeries,Belgium,Unknown,EUR,investpy
MDXH,Mdxhealth,Belgium,Unknown,EUR,investpy
MIKK,Miko,Belgium,Unknown,EUR,investpy
MLXS,Melexis NV,Belgium,Unknown,EUR,investpy
MONTE,Montea,Belgium,Unknown,EUR,investpy
NEFI,Neufcour,Belgium,Unknown,EUR,investpy
OPIN,Crescent,Belgium,Unknown,EUR,investpy
PICB,Picanol,Belgium,Unknown,EUR,investpy
GREENY,Greenyard,Belgium,Unknown,EUR,investpy
PRIF,Intervest Offices,Belgium,Unknown,EUR,investpy
IEP,Iep Invest,Belgium,Unknown,EUR,investpy
QUFG,Questfor,Belgium,Unknown,EUR,investpy
FAGRO,Fagron,Belgium,Unknown,EUR,investpy
RECT,Recticel,Belgium,Unknown,EUR,investpy
RESI,Resilux NV,Belgium,Unknown,EUR,investpy
RETE,Retail Estates,Belgium,Unknown,EUR,investpy
RLRT,Roularta,Belgium,Unknown,EUR,investpy
SCHK,Scheerd.V Kerchove,Belgium,Unknown,EUR,investpy
SIFB,Sipef NV,Belgium,Unknown,EUR,investpy
SIOE,Sioen,Belgium,Unknown,EUR,investpy
SOAC,Solvac Nom,Belgium,Unknown,EUR,investpy
SOF,Sofina,Belgium,Unknown,EUR,investpy
SOLN,Moury Construct,Belgium,Unknown,EUR,investpy
SPAB,Spadel,Belgium,Unknown,EUR,investpy
SMAR,Smartphoto,Belgium,Unknown,EUR,investpy
SUCB,Sucraf A&B,Belgium,Unknown,EUR,investpy
CPINV,CP Invest,Belgium,Unknown,EUR,investpy
SYNB,Accentis,Belgium,Unknown,EUR,investpy
TERB,Ter Beke,Belgium,Unknown,EUR,investpy
TESB,Tessenderlo,Belgium,Unknown,EUR,investpy
TEXB,Texaf SA,Belgium,Unknown,EUR,investpy
ABO,ABO Group,Belgium,Unknown,EUR,investpy
OXUR,Oxurion,Belgium,Unknown,EUR,investpy
TUB,Tubize-Fin,Belgium,Unknown,EUR,investpy
VELD,Van De Velde,Belgium,Unknown,EUR,investpy
VGP1,VGP,Belgium,Unknown,EUR,investpy
WARB,Warehouses Estates,Belgium,Unknown,EUR,investpy
WDPP,Warehouses de Pauw,Belgium,Unknown,EUR,investpy
WEHB,Wereldhav B-Sicafi,Belgium,Unknown,EUR,investpy
ZENT,Zenitel,Belgium,Unknown,EUR,investpy
IETB,DIeteren SA,Belgium,Unknown,EUR,investpy
EONG,E.ON SE,Belgium,Unknown,EUR,investpy
CVX,Chevron,Belgium,Unknown,USD,investpy
INTC,Intel,Belgium,Unknown,USD,investpy
MSFT,Microsoft,Belgium,Unknown,USD,investpy
CSCO,Cisco,Belgium,Unknown,USD,investpy
TIT,Telecom Italia,Belgium,Unknown,EUR,investpy
BBVA,BBVA,Belgium,Unknown,EUR,investpy
TEF,Telefonica,Belgium,Unknown,EUR,investpy
SANTA,Santander,Belgium,Unknown,EUR,investpy
ENIT,ENI,Belgium,Unknown,EUR,investpy
IBMu,IBM,Belgium,Unknown,USD,investpy
SIEG,Siemens AG,Belgium,Unknown,EUR,investpy
FNG,Fng,Belgium,Unknown,EUR,investpy
VIOH,Viohalco BR,Belgium,Unknown,EUR,investpy
BPOST,bpost NV,Belgium,Unknown,EUR,investpy
CYAD,Celyad,Belgium,Unknown,EUR,investpy
QRF,Qrf,Belgium,Unknown,EUR,investpy
CBHB,Co.Br.Ha D,Belgium,Unknown,EUR,investpy
SABC,Sabca,Belgium,Unknown,EUR,investpy
SYMA,Softimat,Belgium,Unknown,EUR,investpy
ZENG,Zenobe Gramme,Belgium,Unknown,EUR,investpy
FLUX,Fluxys Belgium,Belgium,Unknown,EUR,investpy
ONTEX,Ontex Group,Belgium,Unknown,EUR,investpy
PAPL,Payton Planar,Belgium,Unknown,EUR,investpy
ARGX,Argen-X,Belgium,Unknown,EUR,investpy
CAND,Candela Invest,Belgium,Unknown,EUR,investpy
BOTHE,Bone Therapeutics SA,Belgium,Unknown,EUR,investpy
ALPBS,De Rouck Geomatics SA,Belgium,Unknown,EUR,investpy
ALEMK,Emakina Group SA,Belgium,Unknown,EUR,investpy
LUXAtc,Immo Lux Airport SA,Belgium,Unknown,EUR,investpy
ALEVA,Evadix SA,Belgium,Unknown,EUR,investpy
BCART,Biocartis Group NV,Belgium,Unknown,EUR,investpy
TINCC,Tinc Comm,Belgium,Unknown,EUR,investpy
MITRA,Mithra Pharmaceuticals Sa,Belgium,Unknown,EUR,investpy
XIOR,Xior Student Housing BVBA,Belgium,Unknown,EUR,investpy
ASIT,Asit Biotech SA,Belgium,Unknown,EUR,investpy
ANTA,Antares,Belgium,Unknown,EUR,investpy
BASXc,Basilix Cert,Belgium,Unknown,EUR,investpy
BE0172505399,BNP Paribas Fortis,Belgium,Unknown,EUR,investpy
BE0941243520,Aliaxis,Belgium,Unknown,EUR,investpy
BE0941244536,Etex,Belgium,Unknown,EUR,investpy
BE0944264663,SCR Sibelco,Belgium,Unknown,EUR,investpy
BE0945331669,ARKimedes Fonds,Belgium,Unknown,EUR,investpy
BLIEc,Immo Beaulieu,Belgium,Unknown,EUR,investpy
DIEGK,Diegem Kennedy,Belgium,Unknown,EUR,investpy
GENKc,Vortex Logistics Genk,Belgium,Unknown,EUR,investpy
NEWT,Newtree,Belgium,Unknown,EUR,investpy
WOLE,L’Investissement Foncier,Belgium,Unknown,EUR,investpy
WOLS,Association des Commercants,Belgium,Unknown,EUR,investpy
DTEG,Deutsche Telekom AG,Belgium,Unknown,EUR,investpy
MUVGn,Muench. Rueckvers.,Belgium,Unknown,EUR,investpy
TIS,Tiscali,Belgium,Unknown,EUR,investpy
VOWG,Volkswagen ST,Belgium,Unknown,EUR,investpy
CENER,Cenergy Hold,Belgium,Unknown,EUR,investpy
BALTA,Balta,Belgium,Unknown,EUR,investpy
ACPH,Acacia Pharma,Belgium,Unknown,EUR,investpy
SHUR,Shurgard Self Storage,Belgium,Unknown,EUR,investpy
SEQUA,Sequana Medical,Belgium,Unknown,EUR,investpy
TITC,Titan Cement,Belgium,Unknown,EUR,investpy
DNO,DNO International,Norway,Unknown,NOK,investpy
GOGLT,Golden Ocean,Norway,Unknown,NOK,investpy
NHY,Norsk Hydro,Norway,Unknown,NOK,investpy
DDASA,Dolphin Drilling,Norway,Unknown,NOK,investpy
MOWI,Marine Harvest,Norway,Unknown,NOK,investpy
FRO,Frontline,Norway,Unknown,NOK,investpy
PRSO,Prosafe,Norway,Unknown,NOK,investpy
ORK,Orkla,Norway,Unknown,NOK,investpy
REC,REC Silicon,Norway,Unknown,NOK,investpy
PGS,Petroleum Geo - Services,Norway,Unknown,NOK,investpy
EQNR,Equinor,Norway,Unknown,NOK,investpy
TOM,Tomra Systems,Norway,Unknown,NOK,investpy
STB,Storebrand,Norway,Unknown,NOK,investpy
TEL,Telenor,Norway,Unknown,NOK,investpy
YAR,Yara International,Norway,Unknown,NOK,investpy
SDRL,Seadrill Ltd,Norway,Unknown,NOK,investpy
SUBC,Subsea 7,Norway,Unknown,NOK,investpy
TGS,TGS-NOPEC Geophysical,Norway,Unknown,NOK,investpy
AKAS,Akastor ASA,Norway,Unknown,NOK,investpy
DNB,DnB,Norway,Unknown,NOK,investpy
KOG,Kongsberg,Norway,Unknown,NOK,investpy
SNI,Stolt-Nielsen,Norway,Unknown,NOK,investpy
AKER,Aker,Norway,Unknown,NOK,investpy
ARCHER,Archer,Norway,Unknown,NOK,investpy
ASC,ABG Sundal Collier,Norway,Unknown,NOK,investpy
ATEA,Atea,Norway,Unknown,NOK,investpy
AUSS,Austevoll,Norway,Unknown,NOK,investpy
BAKKA,P/f Bakkafrost,Norway,Unknown,NOK,investpy
SOLON,Solon Eiendom,Norway,Unknown,NOK,investpy
AKERBP,Aker BP,Norway,Unknown,NOK,investpy
EMGS,Electromagnetic Geoservices,Norway,Unknown,NOK,investpy
EVRY,EVRY,Norway,Unknown,NOK,investpy
GJFS,Gjensidige Forsikring,Norway,Unknown,NOK,investpy
KOA,Kongsberg Automotive,Norway,Unknown,NOK,investpy
KVAER,Kværner,Norway,Unknown,NOK,investpy
LSG,Leroy Seafood,Norway,Unknown,NOK,investpy
NOD,Nordic Semiconductor,Norway,Unknown,NOK,investpy
NPRO,Norwegian Property,Norway,Unknown,NOK,investpy
NWC,Norwegian Air Shuttle,Norway,Unknown,NOK,investpy
ODF,Odfjell,Norway,Unknown,NOK,investpy
OTELLO,Opera Software,Norway,Unknown,NOK,investpy
QEC,Questerre Energy Corporation,Norway,Unknown,NOK,investpy
QFR,Q-Free,Norway,Unknown,NOK,investpy
SALM,SalMar,Norway,Unknown,NOK,investpy
SBSTA,Schibsted A,Norway,Unknown,NOK,investpy
MGNR,Sevan Marine,Norway,Unknown,NOK,investpy
VEI,Veidekke,Norway,Unknown,NOK,investpy
WALWIL,Wallenius Wilhelmsen,Norway,Unknown,NOK,investpy
WWI,Wilh Wilhelmsen Holding,Norway,Unknown,NOK,investpy
WWIB,Wilhelm Wilhelmsen B,Norway,Unknown,NOK,investpy
PLCS,Polarcus,Norway,Unknown,NOK,investpy
AMSCA,American Shipping,Norway,Unknown,NOK,investpy
BWO,BW Offshore,Norway,Unknown,NOK,investpy
BWLPG,BW LPG,Norway,Unknown,NOK,investpy
HLNGH,Hoegh LNG,Norway,Unknown,NOK,investpy
JINS,Jinhui Shipping,Norway,Unknown,NOK,investpy
ODLL,Odfjell Drilli,Norway,Unknown,NOK,investpy
SBX,Seabird Explor,Norway,Unknown,NOK,investpy
PSET,Petrolia,Norway,Unknown,NOK,investpy
ASETEK,Asetek,Norway,Unknown,NOK,investpy
AVM,Avocet Mining,Norway,Unknown,NOK,investpy
SSCOM,Scottish Salmon,Norway,Unknown,NOK,investpy
SIOFF,Siem Offshore,Norway,Unknown,NOK,investpy
FUNCOM,Funcom,Norway,Unknown,NOK,investpy
VVL,Voss Veksel La,Norway,Unknown,NOK,investpy
NKR,Nekkar Asa,Norway,Unknown,NOK,investpy
INCU,Incus Investor,Norway,Unknown,NOK,investpy
ELEM,Intex,Norway,Unknown,NOK,investpy
DAT,Data Respons,Norway,Unknown,NOK,investpy
HEX,Hexagon Composites,Norway,Unknown,NOK,investpy
AFGRA,Af Gruppen,Norway,Unknown,NOK,investpy
SOFF,Solstad Offsho,Norway,Unknown,NOK,investpy
BELS,Belships,Norway,Unknown,NOK,investpy
TECHS,Techstep,Norway,Unknown,NOK,investpy
AKVA,Akva Group,Norway,Unknown,NOK,investpy
HIDDNS,Hiddn Solutions,Norway,Unknown,NOK,investpy
BON,Bonheur,Norway,Unknown,NOK,investpy
REACH,Reach Subsea,Norway,Unknown,NOK,investpy
ODFB,Odfjell B,Norway,Unknown,NOK,investpy
AFK,Arendals F.Kom,Norway,Unknown,NOK,investpy
NRC,NRC Group,Norway,Unknown,NOK,investpy
GOD,Goodtech,Norway,Unknown,NOK,investpy
OLT,Olav Thon Eien,Norway,Unknown,NOK,investpy
PHO,Photocure,Norway,Unknown,NOK,investpy
ITER,Itera,Norway,Unknown,NOK,investpy
BIOTEC,Biotec Pharmacon,Norway,Unknown,NOK,investpy
DOF,Dof,Norway,Unknown,NOK,investpy
NEL,Nel ASA,Norway,Unknown,NOK,investpy
STRONG,Strongpoint,Norway,Unknown,NOK,investpy
CARAS,Apptix,Norway,Unknown,NOK,investpy
NAVA,Navamedic,Norway,Unknown,NOK,investpy
PROTCT,Protector Forsikring,Norway,Unknown,NOK,investpy
HAVI,Havila Shipping,Norway,Unknown,NOK,investpy
RISH,Gc Rieber Ship,Norway,Unknown,NOK,investpy
EIOF,Eidesvik Offshore,Norway,Unknown,NOK,investpy
IOX,Interoil,Norway,Unknown,NOK,investpy
OTS,Oceanteam,Norway,Unknown,NOK,investpy
NRSM,Norway Royal Salmon,Norway,Unknown,NOK,investpy
STORM,Storm Real,Norway,Unknown,NOK,investpy
BOUVET,Bouvet,Norway,Unknown,NOK,investpy
GSFO,Grieg Seafood,Norway,Unknown,NOK,investpy
NOR,Norwegian Ener,Norway,Unknown,NOK,investpy
ENDUR,Bergen,Norway,Unknown,NOK,investpy
SPU,Spectrum,Norway,Unknown,NOK,investpy
PENO,Panoro Energy,Norway,Unknown,NOK,investpy
SBOO,Selvaag Bolig,Norway,Unknown,NOK,investpy
SRBANK,Sparebank 1Sr,Norway,Unknown,NOK,investpy
OCY,Ocean Yield,Norway,Unknown,NOK,investpy
BRGD,Borregaard,Norway,Unknown,NOK,investpy
COVI,Contextvision,Norway,Unknown,NOK,investpy
SASNOK,SAS,Norway,Unknown,NOK,investpy
AXAC,Axactor,Norway,Unknown,NOK,investpy
EMASL,Emas Offshore Construction Pte,Norway,Unknown,NOK,investpy
GAMIG,Gaming Innovation,Norway,Unknown,NOK,investpy
KP5,Kitron,Norway,Unknown,NOK,investpy
MEDS,Medistim,Norway,Unknown,NOK,investpy
POLME,Polaris Media,Norway,Unknown,NOK,investpy
BYGG,Byggma,Norway,Unknown,NOK,investpy
NAPAT,Napatech,Norway,Unknown,NOK,investpy
BOR,Borgestad A,Norway,Unknown,NOK,investpy
ATLA,Atla Petroleum,Norway,Unknown,NOK,investpy
NTSAS,NTS ASA,Norway,Unknown,NOK,investpy
GYL,Gyldendal,Norway,Unknown,NOK,investpy
SSOL,Scatec Solar OL,Norway,Unknown,NOK,investpy
XXLA,XXL ASA,Norway,Unknown,NOK,investpy
ENTRA,Entra ASA,Norway,Unknown,NOK,investpy
RAKP,RAK Petroleum PLC,Norway,Unknown,NOK,investpy
TEAM,Team Tankers International Ltd,Norway,Unknown,NOK,investpy
NANOV,Nordic Nanovector ASA,Norway,Unknown,NOK,investpy
AKSOL,Aker Solutions OL,Norway,Unknown,NOK,investpy
AQUA,Aqualis,Norway,Unknown,NOK,investpy
AVANCE,Avance Gas Holding Ltd,Norway,Unknown,NOK,investpy
HYARD,Havyard Group ASA,Norway,Unknown,NOK,investpy
THIN,Thin Film Electronics ASA,Norway,Unknown,NOK,investpy
INSRI,Insr Insurance,Norway,Unknown,NOK,investpy
ZAL,Zalaris ASA,Norway,Unknown,NOK,investpy
IDEX,Idex ASA,Norway,Unknown,NOK,investpy
MULTIC,Multiconsult AS SE,Norway,Unknown,NOK,investpy
SBSTB,Schibsted ASA B,Norway,Unknown,NOK,investpy
EPRI,Europris ASA,Norway,Unknown,NOK,investpy
VISTIN,Vistin Pharma ASA,Norway,Unknown,NOK,investpy
FIVEPG,5Th Planet Games,Norway,Unknown,NOK,investpy
KID,Kid ASA,Norway,Unknown,NOK,investpy
SBANK,Skandiabanken,Norway,Unknown,NOK,investpy
PHLYS,Philly Shipyard ASA,Norway,Unknown,NOK,investpy
AASB-ME,Aasen Sparebank,Norway,Unknown,NOK,investpy
AEGA,Nordic Financials,Norway,Unknown,NOK,investpy
ATLU-ME,Atlantic Lumpus,Norway,Unknown,NOK,investpy
BSP-ME,Black Sea Property,Norway,Unknown,NOK,investpy
INDUCT-ME,Induct,Norway,Unknown,NOK,investpy
SIAF-ME,Sino Agro Food,Norway,Unknown,NOK,investpy
WRE-ME,WR Entertainment,Norway,Unknown,NOK,investpy
NEXT,Next Biometrics,Norway,Unknown,NOK,investpy
B2H,B2holding,Norway,Unknown,NOK,investpy
TREAS,Treasure,Norway,Unknown,NOK,investpy
NOFI,Norwegian Finans,Norway,Unknown,NOK,investpy
TRVX,Targovax,Norway,Unknown,NOK,investpy
CXEN,Cxense,Norway,Unknown,NOK,investpy
MING,Sparebank 1 SMN,Norway,Unknown,NOK,investpy
PNOR,Petronor E&P,Norway,Unknown,NOK,investpy
NONG,Sparebank 1 Nord-Norge,Norway,Unknown,NOK,investpy
SPOG,Sparebanken Ost,Norway,Unknown,NOK,investpy
SVEG,Sparebanken Vest,Norway,Unknown,NOK,investpy
ALNG,Awilco LNG,Norway,Unknown,NOK,investpy
ATBT,Aqua Bio Tech,Norway,Unknown,NOK,investpy
AURG,Aurskog Sparebank,Norway,Unknown,NOK,investpy
AWDR,Awilco Drilling,Norway,Unknown,NOK,investpy
HUNTG,Hunter Group,Norway,Unknown,NOK,investpy
EAM,EAM Solar,Norway,Unknown,NOK,investpy
FLNG,FLEX LNG,Norway,Unknown,NOK,investpy
HELG,Helgeland Sparebank,Norway,Unknown,NOK,investpy
HOFBC,Hofseth Biocare,Norway,Unknown,NOK,investpy
HSPG,Holand og Setskog Sparebank,Norway,Unknown,NOK,investpy
SOGNS,Sogn Sparebank,Norway,Unknown,NOK,investpy
JAEREN,Jaeren Sparebank,Norway,Unknown,NOK,investpy
MELG,Melhus Sparebank,Norway,Unknown,NOK,investpy
MSEIS,Magseis,Norway,Unknown,NOK,investpy
NATTO,Nattopharma,Norway,Unknown,NOK,investpy
NOMIN,Nordic Mining,Norway,Unknown,NOK,investpy
NORTH,North Energy,Norway,Unknown,NOK,investpy
PCIB,PCI Biotech,Norway,Unknown,NOK,investpy
RING,Sparebank 1 Ringerike Hadeland,Norway,Unknown,NOK,investpy
ROMR,RomReal,Norway,Unknown,NOK,investpy
SADG,Sandnes Sparebank,Norway,Unknown,NOK,investpy
SAGT,Saga Tankers,Norway,Unknown,NOK,investpy
SBVGV,Sparebank 1 BV,Norway,Unknown,NOK,investpy
SDSD,SD Standard Drilling,Norway,Unknown,NOK,investpy
SKUE,Skue Sparebank,Norway,Unknown,NOK,investpy
SOAG,Sparebank 1 Ostfold Akershus,Norway,Unknown,NOK,investpy
SORR,Sparebanken Sor,Norway,Unknown,NOK,investpy
SPMO,Sparebanken More,Norway,Unknown,NOK,investpy
SSHIP,Scanship,Norway,Unknown,NOK,investpy
TOTG,Totens Sparebank,Norway,Unknown,NOK,investpy
ARCUS,Arcus,Norway,Unknown,NOK,investpy
EPIC-ME,Epic Gas,Norway,Unknown,NOK,investpy
GENT-ME,Gentian Diagnostics,Norway,Unknown,NOK,investpy
PARB,Pareto Bank,Norway,Unknown,NOK,investpy
PIOPGpref,Pioneer Property Pref,Norway,Unknown,NOK,investpy
AGSOL,Songa Bulk,Norway,Unknown,EUR,investpy
WILS,Wilson,Norway,Unknown,NOK,investpy
BRA-ME,Monobank,Norway,Unknown,NOK,investpy
BGBIO,Bergenbio,Norway,Unknown,NOK,investpy
SPOLT,Sparebank 1,Norway,Unknown,NOK,investpy
GRONG-ME,Grong Sparebank,Norway,Unknown,NOK,investpy
BDRILL,Borr Drilling,Norway,Unknown,NOK,investpy
FJORD,Fjord1,Norway,Unknown,NOK,investpy
INFRNT,Infront,Norway,Unknown,NOK,investpy
WSTEP,Webstep,Norway,Unknown,NOK,investpy
CRAYON,Crayon,Norway,Unknown,NOK,investpy
KOMPBK,Komplett Bank,Norway,Unknown,NOK,investpy
SNORD,Sparebank 1 Nordvest,Norway,Unknown,NOK,investpy
TYSB-ME,Tysnes Sparebank,Norway,Unknown,NOK,investpy
SALMON,Salmones Camanchaca,Norway,Unknown,NOK,investpy
FKRAFT,Fjordkraft,Norway,Unknown,NOK,investpy
ELK,Elkem,Norway,Unknown,NOK,investpy
SHLF,Shelf Drilling,Norway,Unknown,NOK,investpy
SBLK,Star Bulk Carriers,Norway,Unknown,NOK,investpy
SSG,Self Storage,Norway,Unknown,NOK,investpy
ADSC-ME,ADS Crude Carriers,Norway,Unknown,NOK,investpy
OET,Okeanis Eco Tankers,Norway,Unknown,NOK,investpy
BRABNK-ME,Brabank,Norway,Unknown,NOK,investpy
PLTO,Polight,Norway,Unknown,NOK,investpy
MPCC,MPC Container,Norway,Unknown,NOK,investpy
NODL,Northern Drilling,Norway,Unknown,NOK,investpy
ZENA-ME,Zenith Energy,Norway,Unknown,NOK,investpy
SBTE,Sparebanken Telemark,Norway,Unknown,NOK,investpy
ZWIPE-ME,Zwipe,Norway,Unknown,NOK,investpy
ADEA,Adevinta A,Norway,Unknown,NOK,investpy
ADEB,Adevinta B,Norway,Unknown,NOK,investpy
ICEG,Ice Group,Norway,Unknown,NOK,investpy
KCCA,Klaveness Combination Carriers,Norway,Unknown,DKK,investpy
SBX-ME,SeaBird Exploration,Norway,Unknown,NOK,investpy
ULTIMO,Ultimovacs,Norway,Unknown,NOK,investpy
NISB-ME,Nidaros Sparebank,Norway,Unknown,NOK,investpy
NORBIT,Norbit,Norway,Unknown,NOK,investpy
